"availability_date","base_msrp","bed","cab","color","created_at","dealer","drivetrain","engine","interior","model","packages","total_msrp","total_packages","transmission","vehicle","vin","year"
,"39280",,,"Coastal Gray Metallic","2024-06-03 11:37:57","37094","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Activity Mount[installed_msrp], Roof Rack Cross Bars[installed_msrp], Door Edge Guards[installed_msrp], JBL® Premium Audio, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]","42435.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ162357","2024"
,"40255",,,"Celestial Black","2024-06-03 11:37:58","37179","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Nightshade Edition, All-Weather Floor Liner Package[installed_msrp], Special Color, 50 State Emissions, Alloy Wheel Locks[installed_msrp]","43579.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ160178","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:37:58","37179","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Activity Mount[installed_msrp], Door Edge Guards[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]","46870.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ179135","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:37:58","37191","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","50 State Emissions, Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","45143.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ172239","2024"
,"39280",,,"Blueprint","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions","41208.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ176920","2024"
,"39280",,,"Titanium Glow","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","Quick Charging Cable Package[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","41219.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ176497","2024"
,"39280",,,"Blueprint","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","XLE","Quick Charging Cable Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","41219.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ176618","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Nightshade Edition, Quick Charging Cable Package[installed_msrp], Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","43733.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ174695","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, Quick Charging Cable Package[installed_msrp], Nightshade Edition, 50 State Emissions, Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]","43744.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ179180","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]","45143.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ173656","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]","45154.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ176779","2024"
,"43065",,,"Celestial Black [extra_cost_color]","2024-06-03 11:37:59","37155","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Venza Owner's Manual Portfolio[installed_msrp], Special Color, Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp]","45429.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ158382","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:38:00","37171","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp]","45143.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ172328","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:38:00","37171","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Special Color","45568.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ170269","2024"
,"39280",,,"Titanium Glow","2024-06-03 11:38:01","37176","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","JBL® Premium Audio, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Preferred Accessory Package w/ All-Weather Floor Liners[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]","42194.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ177342","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:38:01","37176","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Door Edge Guards[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Preferred Accessory Package w/ All-Weather Floor Liners[installed_msrp]","45549.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ176289","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:38:02","12135","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ174484","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:02","12135","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ176022","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:38:02","12135","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ177710","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:38:02","12135","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","50 State Emissions, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], Special Color","46744.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ176390","2024"
,"43065",,,"Celestial Black [extra_cost_color]","2024-06-03 11:38:03","12165","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Alloy Wheel Locks[installed_msrp], 50 State Emissions, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Carpet Mat Package[installed_msrp], Integrated Dashcam[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Door Edge Guards[installed_msrp]","47937.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ161538","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:38:04","48045","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Integrated Dashcam[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46694.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ168539","2024"
,"39280",,,"Blueprint","2024-06-03 11:38:04","12151","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","JBL® Premium Audio, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], Roof Rack Cross Bars[installed_msrp]","41953.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ177284","2024"
,"39280",,,"Black","2024-06-03 11:38:04","12151","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Roof Rack Cross Bars[installed_msrp], JBL® Premium Audio","41953.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ176906","2024"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:38:04","12151","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","XLE","JBL® Premium Audio, 50 State Emissions, Special Color, Alloy Wheel Locks[installed_msrp], Activity Mount[installed_msrp], Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp]","42983.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ173376","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:04","12151","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","50 State Emissions, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp]","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ174067","2024"
,"39280",,,"Black","2024-06-03 11:38:05","12141","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","50 State Emissions, JBL® Premium Audio, Roof Rack Cross Bars[installed_msrp], Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","41949.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ173704","2024"
,"39130",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:38:05","12141","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","JBL® Premium Audio, Special Color, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Roof Rack Cross Bars[installed_msrp], Carpet Mat Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","42907.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ161663","2024"
,"39280",,,"Coastal Gray Metallic","2024-06-03 11:38:06","12102","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","JBL® Premium Audio, All-Weather Floor Liner Package[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], 50 State Emissions","42003.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ175035","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:06","12102","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46388.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ177631","2024"
,"43215",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:38:06","12102","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","50 State Emissions, Star Gaze™ Fixed Panoramic Roof, Door Edge Guards[installed_msrp], Special Color, Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Quick Charging Cable Package[installed_msrp]","47044.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ179791","2024"
,"39280",,,"Blueprint","2024-06-03 11:38:06","12144","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Roof Rack Cross Bars[installed_msrp], 50 State Emissions, JBL® Premium Audio, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","42323.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ170953","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:06","12144","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46388.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ177357","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:38:06","12144","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Quick Charging Cable Package[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof","46388.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ177355","2024"
,"43215",,,"Celestial Black [extra_cost_color]","2024-06-03 11:38:06","12144","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Special Color, Star Gaze™ Fixed Panoramic Roof, Connected Services Trial Offering 3 Additional Years of Drive Connect & Remote Connect[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Door Edge Guards[installed_msrp]","47358.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ165931","2024"
,"39280",,,"Coastal Gray Metallic","2024-06-03 11:38:07","12086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, JBL® Premium Audio","41564.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ177565","2024"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:38:07","12086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, JBL® Premium Audio, Special Color","41989.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ179431","2024"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:38:07","12086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","JBL® Premium Audio, Special Color, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","41989.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ176658","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:38:07","12086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","44919.0",2,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ177686","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:07","12086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ177096","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:07","12086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ178115","2024"
,"43215",,,"Celestial Black [extra_cost_color]","2024-06-03 11:38:07","12086","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Carpet Cargo Mat[parts_only_msrp], Special Color, Star Gaze™ Fixed Panoramic Roof","46874.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ161705","2024"
,"43065",,,"Coastal Gray Metallic","2024-06-03 11:38:07","12137","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Quick Charging Cable Package[installed_msrp], 50 State Emissions","46238.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ158187","2024"
,"39280",,,"Titanium Glow","2024-06-03 11:38:08","12138","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","JBL® Premium Audio, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","41564.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ173966","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:08","12138","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ173870","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:38:08","12138","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ178883","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:38:08","12138","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ176793","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:38:08","12138","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ178453","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:38:08","12138","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ161843","2024"
,"39280",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:38:09","12167","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Special Color, All-Weather Floor Liner Package[installed_msrp], JBL® Premium Audio, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], 50 State Emissions, Roof Rack Cross Bars[installed_msrp]","42748.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ174559","2024"
,"39280",,,"Celestial Black [extra_cost_color]","2024-06-03 11:38:09","12167","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","XLE","Roof Rack Cross Bars[installed_msrp], Quick Charging Cable Package[installed_msrp], JBL® Premium Audio, 50 State Emissions, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp]","42828.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ171705","2024"
,"39280",,,"Celestial Black [extra_cost_color]","2024-06-03 11:38:09","12167","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","XLE","JBL® Premium Audio, Alloy Wheel Locks[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, Venza Owner's Manual Portfolio[installed_msrp], Roof Rack Cross Bars[installed_msrp]","42893.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ172543","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:38:09","12167","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp]","46453.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ178645","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:38:09","12167","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Quick Charging Cable Package[installed_msrp]","46464.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ172665","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:38:09","12167","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Special Color, All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Quick Charging Cable Package[installed_msrp]","46889.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ172664","2024"
,"39280",,,"Black","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","XLE","50 State Emissions, All-Weather Floor Liner Package[installed_msrp], JBL® Premium Audio","41564.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ169027","2024"
,"40405",,,"Ruby Flare Pearl","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","50 State Emissions, Special Color, All-Weather Floor Liner Package[installed_msrp], Nightshade Edition, Star Gaze™ Fixed Panoramic Roof","43509.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ171260","2024"
,"40405",,,"Ruby Flare Pearl","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Nightshade Edition, Special Color, Star Gaze™ Fixed Panoramic Roof","43509.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ175582","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp], Roof Rack Cross Bars[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","45743.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ172936","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black/Java SofTex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ172703","2024"
,"43215",,,"Blueprint","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ171589","2024"
,"43215",,,"Titanium Glow","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46474.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ166250","2024"
,"43215",,,"Celestial Black [extra_cost_color]","2024-06-03 11:38:09","12077","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Special Color, Activity Mount[installed_msrp], Integrated Dashcam[installed_msrp], Door Edge Guards[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Star Gaze™ Fixed Panoramic Roof","47724.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ166069","2024"
